============================================================
CICERO FULL CORPUS ANALYSIS (Stanza Lemmatization)
Source: Latin Library (138 files)
============================================================

Target Check: ('timor', 'afficio') = 0

Pair                           | Count
('.', 'etiam')                 |   145
(',', 'nullus')                |   144
(',', 'oratio')                |   144
('hic', 'qui')                 |   142
('sed', 'sum')                 |   141
('hic', 'in')                  |   140
('ab', 'sum')                  |   138
('ego', 'et')                  |   136
('etiam', 'sum')               |   136
(',', 'meus')                  |   136
(',', 'vero')                  |   135
('ego', 'qui')                 |   133
(',', 'orator')                |   132
(',', 'bruo')                  |   131
('.', 'possum')                |   131
(';', 'in')                    |   131
(',', 'virtus')                |   130
(',', 'genus')                 |   129
('possum', 'qui')              |   128
('is', 'ut')                   |   127
('ego', 'tu')                  |   127
('.', 'autem')                 |   126
('.', 'ut')                    |   126
(';', 'is')                    |   126
('res', 'sum')                 |   125
('non', 'sed')                 |   124
(',', 'bonum')                 |   124
('omnis', 'sum')               |   123
('.', 'ad')                    |   123
('ad', 'sum')                  |   122
(',', 'quidam')                |   122
('in', 'res')                  |   121
('qui', 'res')                 |   121
(',', 'vido')                  |   121
('et', 'res')                  |   121
('is', 'non')                  |   119
(',', 'nisi')                  |   119
(',', 'publicus')              |   119
('.', 'tu')                    |   118
(',', 'bonus')                 |   118
('cum', 'in')                  |   118
('dico', 'is')                 |   118
('ipse', 'sum')                |   117
('quis', 'sum')                |   117
(',', 'vita')                  |   116
('.', 'res')                   |   116
('.', 'nam')                   |   115
('in', 'non')                  |   115
('et', 'ille')                 |   114
('ex', 'qui')                  |   113
(',', 'unus')                  |   113
('ad', 'qui')                  |   112
(',', 'alter')                 |   112
(';', 'non')                   |   112
('omnis', 'qui')               |   111
('.', 'si')                    |   111
('cum', 'is')                  |   110
('ad', 'et')                   |   109
('possum', 'sum')              |   109
(',', 'tempus')                |   109
(';', 'enim')                  |   109
('in', 'ut')                   |   109
('dico', 'in')                 |   109
(',', 'iste')                  |   108
('ab', 'qui')                  |   107
('?', 'sum')                   |   107
('et', 'ut')                   |   106
('publicus', 'res')            |   106
('.', 'de')                    |   105
(',', 'iam')                   |   105
('.', 'ab')                    |   104
(',', 'sic')                   |   104
('?', 'qui')                   |   103
('de', 'qui')                  |   103
(')', 'hic')                   |   102
('.', 'quam')                  |   102
('quam', 'sum')                |   102
('qui', 'ut')                  |   100
('et', 'non')                  |   100
('qui', 'tu')                  |   100
('.', 'ipse')                  |    99
(',', 'volo')                  |    99
(';', 'sed')                   |    99
(':', 'sum')                   |    99
('.', 'atque')                 |    98
('et', 'tu')                   |    96
('.', 'omnis')                 |    95
(',', 'puto')                  |    95
('de', 'sum')                  |    94
('in', 'omnis')                |    94
('sum', 'tamen')               |    93
('(', 'hic')                   |    92
('autem', 'sum')               |    92
('habeo', 'qui')               |    92
(',', 'neque')                 |    92
('beatus', 'sum')              |    91
('non', 'possum')              |    91
('.', 'quis')                  |    91
(';', 'ego')                   |    91
('et', 'sed')                  |    90
('.', 'multus')                |    90
(',', 'verbum')                |    90
('ab', 'et')                   |    89
(',', 'opus')                  |    89
('quidem', 'sum')              |    89
(';', 'dico')                  |    89
('(', 'et')                    |    88
('magnus', 'sum')              |    88
('ipse', 'qui')                |    88
('ego', 'non')                 |    88
('.', 'idem')                  |    88
('ego', 'in')                  |    87
('.', 'igitur')                |    87
('et', 'etiam')                |    87
('multus', 'sum')              |    87
('et', 'multus')               |    85
('ex', 'sum')                  |    85
('dico', 'ut')                 |    85
(',', 'sine')                  |    83
('etiam', 'qui')               |    83
(',', 'quaero')                |    83
(',', 'audio')                 |    83
('dico', 'non')                |    83
(',', 'tam')                   |    82
(',', 'do')                    |    82
('ita', 'sum')                 |    82
(',', 'semper')                |    82
(',', 'summus')                |    82
('.', 'unus')                  |    81
('.', 'quidem')                |    81
(',', 'ratio')                 |    81
('in', 'sed')                  |    80
(',', 'primus')                |    80
(',', 'littera')               |    79
('etiam', 'in')                |    79
('is', 'quod')                 |    79
('non', 'ut')                  |    79
('ille', 'in')                 |    79
('.', 'ex')                    |    79
('oratio', 'sum')              |    79
('.', 'oratio')                |    79
('orator', 'sum')              |    79
('cum', 'tum')                 |    78
('et', 'omnis')                |    78
(',', 'ago')                   |    78
('aut', 'sum')                 |    78
(')', 'qui')                   |    77
(',', 'ante')                  |    77
('?', 'quis')                  |    77
('.', 'tum')                   |    77
('.', 'video')                 |    76
(';', 'hic')                   |    76
('de', 'et')                   |    76
('ego', 'is')                  |    75
(',', 'iudicium')              |    75
(',', 'dolor')                 |    74
('quam', 'qui')                |    74
(',', 'igitur')                |    74
('ipse', 'is')                 |    74
(')', 'in')                    |    73
('(', 'in')                    |    73
(',', 'utor')                  |    73
('etiam', 'sed')               |    73
(',', 'intellego')             |    73
('et', 'ipse')                 |    73
('sui', 'sum')                 |    72
('ego', 'hic')                 |    72
('qui', 'si')                  |    72
('enim', 'qui')                |    71
(',', 'satis')                 |    71
(',', 'debeo')                 |    71
(',', 'fero')                  |    71
(',', 'solum')                 |    71
('is', 'tu')                   |    70
(',', 'studium')               |    70
('nec', 'sum')                 |    70
('habeo', 'sum')               |    70
('.', 'habeo')                 |    70
('causa', 'sum')               |    70
('et', 'oratio')               |    70
('ad', 'is')                   |    69
('.', 'vero')                  |    69
(',', 'sapiens')               |    69
('et', 'homo')                 |    69
('aut', 'qui')                 |    69
('.', 'inquam')                |    69
(',', 'liber')                 |    68
('.', 'quod')                  |    68
('atque', 'sum')               |    68
('is', 'possum')               |    68
('nullus', 'sum')              |    68
(':', 'qui')                   |    68
('hic', 'non')                 |    68
('ex', 'is')                   |    67
(')', 'et')                    |    67
('idem', 'sum')                |    67
('homo', 'sum')                |    67
('et', 'quidem')               |    67
(',', 'brutus')                |    67
(';', 'cum')                   |    67
('is', 'sed')                  |    67
('et', 'ex')                   |    66
('qui', 'sui')                 |    66
('.', 'tamen')                 |    66
('.', 'itaque')                |    66
(',', 'vel')                   |    66
(',', 'pro')                   |    66
(',', 'saepe')                 |    66
('qui', 'sed')                 |    66
('dico', 'hic')                |    66
('ego', 'ut')                  |    66
('is', 'res')                  |    65
('ille', 'non')                |    65
(',', 'quisque')               |    65
('multus', 'qui')              |    65
(',', 'm.')                    |    65
('in', 'tu')                   |    64
('tu', 'ut')                   |    64
('(', 'qui')                   |    64
('et', 'habeo')                |    64
('et', 'magnus')               |    64
('enim', 'et')                 |    63
('sum', 'video')               |    63
(',', 'nam')                   |    63
('ita', 'ut')                  |    63
('causa', 'in')                |    63
('hic', 'sed')                 |    62
('modus', 'sum')               |    62
(',', 'parue')                 |    62
('.', 'nec')                   |    62
('genus', 'sum')               |    62
('cum', 'hic')                 |    62
('ego', 'tuus')                |    62
('ab', 'ego')                  |    62
(',', 'aliquis')               |    62
('in', 'multus')               |    62
('ab', 'is')                   |    61
('nihil', 'sum')               |    61
('et', 'quod')                 |    61
('hic', 'ut')                  |    61
('et', 'idem')                 |    61
(',', 'vivo')                  |    60
('.', 'magnus')                |    60
(',', 'aetas')                 |    60
(',', 'locus')                 |    60
('facio', 'sum')               |    60
(',', 'loquor')                |    60
(',', 'soleo')                 |    60
('sum', 'tum')                 |    60
('causa', 'et')                |    60
(',', 'nemo')                  |    60
('modus', 'non')               |    59
('autem', 'et')                |    59
('atque', 'et')                |    59
('modus', 'qui')               |    59
('bonum', 'sum')               |    59
(',', 'honestus')              |    59
('enim', 'is')                 |    59
('qui', 'quidem')              |    59
('non', 'tu')                  |    59
('.', 'facio')                 |    58
('cum', 'omnis')               |    58
(',', 'sententia')             |    58
('dico', 'ille')               |    58
(':', 'ego')                   |    58
('(', 'is')                    |    57
('idem', 'qui')                |    57
(',', 'lex')                   |    57
(',', 'pars')                  |    57
(';', 'ut')                    |    57
('dico', 'ego')                |    57
('hic', 'ille')                |    57
('non', 'si')                  |    57
(',', 'fio')                   |    57
(';', 'etiam')                 |    57
('de', 'dico')                 |    57
(',', 'c.us')                  |    57
(',', 'crassus')               |    57
('et', 'tuus')                 |    56
(',', 'fortuna')               |    56
('et', 'si')                   |    56
(',', 'corpus')                |    56
(';', 'tu')                    |    56
('alius', 'sum')               |    56
('bonus', 'sum')               |    56
(',', 'populus')               |    56
('cum', 'ego')                 |    56
('et', 'possum')               |    56
(',', 'sane')                  |    56
(',', 'lius')                  |    56
('.', 'causa')                 |    56
('nos', 'sum')                 |    55
('res', 'ut')                  |    55
('sum', 'virtus')              |    55
('hic', 'ipse')                |    55
('.', 'genus')                 |    55
(',', 'natura')                |    55
('in', 'ipse')                 |    55
(',', 'efficio')               |    55
('is', 'si')                   |    55
('.', 'homo')                  |    55
(',', 'probo')                 |    54
(')', 'non')                   |    54
(',', 'nunc')                  |    54
('.', 'tuus')                  |    54
(')', 'igitur')                |    54
('sed', 'ut')                  |    54
(',', 'consequor')             |    54
('.', 'beatus')                |    54
('semper', 'sum')              |    54
('in', 'quam')                 |    54
('noster', 'sum')              |    54
(',', 'laus')                  |    54
(',', 'ius')                   |    54
('.', 'orator')                |    54
('.', 'sui')                   |    53
('non', 'quod')                |    53
(',', 'filius')                |    53
(',', 'honor')                 |    53
('sum', 'tuus')                |    53
('ipse', 'sui')                |    52
('in', 'quod')                 |    52
(')', 'cum')                   |    52
('et', 'suus')                 |    52
('alius', 'et')                |    52
('et', 'tum')                  |    52
('sum', 'tempus')              |    52
(',', 'vir')                   |    52
('et', 'quidam')               |    52
(',', 'ars')                   |    52
(';', 'ille')                  |    52
('ille', 'sed')                |    52
('(', 'non')                   |    52
('enim', 'non')                |    52
('cum', 'non')                 |    52
('oratio', 'qui')              |    52
('de', 'is')                   |    51
('(', 'igitur')                |    51
(';', 'autem')                 |    51
(',', 'quasi')                 |    51
(',', 'virus')                 |    51
('facio', 'qui')               |    50
(')', 'dico')                  |    50
('homo', 'qui')                |    50
('ab', 'tu')                   |    50
('et', 'quam')                 |    50
('nam', 'sum')                 |    50
(',', 'ceterus')               |    50
(',', 'quoniam')               |    50
(',', 'tantum')                |    50
('in', 'tum')                  |    50
('qui', 'quis')                |    49
(';', 'ad')                    |    49
('ille', 'quidem')             |    49
(',', 'gloria')                |    49
(';', 'res')                   |    49
('beatus', 'vita')             |    49
(',', 'aliqui')                |    49
(',', 'quia')                  |    49
('.', 'ita')                   |    49
(',', 'apud')                  |    49
(',', 'quamquam')              |    49
('hic', 'is')                  |    49
(',', 'accipio')               |    49
('et', 'tamen')                |    49
(':', 'et')                    |    49
('.', 'nihil')                 |    48
('(', 'cum')                   |    48
(')', 'is')                    |    48
('(', 'sed')                   |    48
(')', 'ego')                   |    48
(',', 'graecus')               |    48
('.', 'quidam')                |    48
('.', 'alius')                 |    48
('dico', 'sed')                |    48
('ille', 'is')                 |    48
('?', 'non')                   |    48
('cum', 'dico')                |    48
(':', 'inquam')                |    48
(',', 'quisquis')              |    48
(',', 'gratia')                |    48
('.', 'noster')                |    47
('ad', 'tu')                   |    47
('sum', 'unus')                |    47
(',', 'laudo')                 |    47
('hic', 'res')                 |    47
(';', 'quidem')                |    47
(',', 'pecunia')               |    47
('.', '?')                     |    47
('igitur', 'sum')              |    47
('et', 'nam')                  |    47
('atque', 'in')                |    47
(':', 'in')                    |    47
('ego', 'si')                  |    47
('.', 'sanctus')               |    47
('is', 'quam')                 |    46
('ad', 'ego')                  |    46
('enim', 'in')                 |    46
('(', 'dico')                  |    46
('et', 'genus')                |    46
('qui', 'tuus')                |    46
('ab', 'ut')                   |    46
('nec', 'qui')                 |    46
('habeo', 'is')                |    46
('(', 'autem')                 |    46
('qui', 'video')               |    46
('.', 'aut')                   |    46
('beatus', 'qui')              |    46
('etiam', 'non')               |    46
('.', 'm.')                    |    46
(',', 'refero')                |    46
('necesse', 'sum')             |    46
(',', 'consilium')             |    46
('de', 'ego')                  |    46
(',', 'licet')                 |    46
('ego', 'ille')                |    46
(';', 'quod')                  |    46
(',', 'vo')                    |    46
('et', 'nos')                  |    45
(')', 'sed')                   |    45
('ab', 'in')                   |    45
(',', 'scio')                  |    45
(')', 'autem')                 |    45
('.', 'tempus')                |    45
('si', 'tu')                   |    45
('etiam', 'is')                |    45
('sum', 'vido')                |    45
('non', 'tamen')               |    45
('meus', 'sum')                |    45
(';', 'possum')                |    45
(',', 'duo')                   |    45
('ego', 'inquam')              |    45
('autem', 'qui')               |    45
(',', 'annus')                 |    45
(',', 'placeo')                |    44
('qui', 'scribo')              |    44
(',', 'sermo')                 |    44
('nihil', 'qui')               |    44
('satis', 'sum')               |    44
('cum', 'ipse')                |    44
(',', 'teneo')                 |    44
(',', 'etsi')                  |    44
(',', 'vis')                   |    44
('sum', 'summus')              |    44
('in', 'magnus')               |    44
('non', 'quam')                |    44
(',', 'delecto')               |    44
(';', 'si')                    |    44
('ratio', 'sum')               |    44
('(', 'etiam')                 |    44
(',', 'iudico')                |    44
('et', 'orator')               |    44
('qui', 'quod')                |    43
('in', 'vita')                 |    43
('in', 'quis')                 |    43
('animus', 'sum')              |    43
(',', 'eloquentia')            |    43
(':', 'ille')                  |    43
(')', 'enim')                  |    43
(',', 'relinquo')              |    43
('hic', 'omnis')               |    43
('is', 'quidem')               |    43
('is', 'omnis')                |    43
('animus', 'qui')              |    43
('tu', 'tuus')                 |    43
('qui', 'tamen')               |    43
(',', 'facilis')               |    43
('quam', 'res')                |    42
(',', 'sentio')                |    42
('et', 'scribo')               |    42
(',', 'totus')                 |    42
('in', 'si')                   |    42
('sum', 'vita')                |    42
('et', 'sui')                  |    42
('.', 'nullus')                |    42
('quidam', 'sum')              |    42
(',', 'multo')                 |    42
('.', 'm')                     |    42
(',', 'contra')                |    42
('ne', 'quidem')               |    42
('sed', 'tamen')               |    42
(';', 'ipse')                  |    42
('ne', 'sum')                  |    42
('genus', 'in')                |    42
('(', 'possum')                |    42
('et', 'verbum')               |    42
('atque', 'qui')               |    42
('atque', 'hic')               |    42
('is', 'oratio')               |    42
('cum', 'ille')                |    42
('.', 'cicerus')               |    42
('idem', 'in')                 |    41
('?', 'possum')                |    41
('is', 'nec')                  |    41
('non', 'quidem')              |    41
('autem', 'in')                |    41
(')', ':')                     |    41
('iam', 'sum')                 |    41
(':', 'hic')                   |    41
('iste', 'sum')                |    41
('scribo', 'sum')              |    41
(';', 'tamen')                 |    41
(';', 'de')                    |    41
('qui', 'suus')                |    41
('dico', 'genus')              |    41
(')', 'ille')                  |    41
('inquam', 'sum')              |    41
('(', 'enim')                  |    41
('et', 'nec')                  |    41
('noster', 'qui')              |    41
('de', 'tu')                   |    40
(',', 'magne')                 |    40
('.', 'ne')                    |    40
('animus', 'et')               |    40
('.', 'suus')                  |    40
('ego', 'quod')                |    40
('et', 'noster')               |    40
('possum', 'ut')               |    40
(',', 'itaque')                |    40
(',', 'duco')                  |    40
(',', 'doceo')                 |    40
('ab', 'dico')                 |    40
(')', '?')                     |    40
('ad', 'res')                  |    40
('ego', 'omnis')               |    40
(',', 'mors')                  |    40
(';', 'nihil')                 |    40
('nisi', 'sum')                |    40
(',', 'paulus')                |    40
(',', 'quisquam')              |    40
('ab', 'hic')                  |    40
('facio', 'is')                |    40
('in', 'oratio')               |    40
('et', 'quasi')                |    40
('dico', 'quod')               |    39
('in', 'sui')                  |    39
('.', 'modus')                 |    39
('in', 'possum')               |    39
('in', 'primus')               |    39
('qui', 'tum')                 |    39
('.', 'scribo')                |    39
('autem', 'is')                |    39
('.', 'bonum')                 |    39
('.', 'meus')                  |    39
(',', 'malum')                 |    39
(')', 'inquam')                |    39
('hic', 'tu')                  |    39
(',', 'post')                  |    39
(',', 'civitas')               |    39
(',', 'officium')              |    39
('et', 'publicus')             |    39
('.', 'canus')                 |    39
('.', 'damen')                 |    39
('et', 'meus')                 |    39
('nos', 'qui')                 |    38
(',', 'disputo')               |    38
('in', 'nihil')                |    38
('causa', 'qui')               |    38
('ego', 'sed')                 |    38
(';', 'ab')                    |    38
('et', 'iam')                  |    38
('sapiens', 'sum')             |    38
('.', 'satis')                 |    38
('?', 'in')                    |    38
(',', 'magis')                 |    38
('et', 'vero')                 |    38
('.', 'iam')                   |    38
('enim', 'hic')                |    38
('ego', 'enim')                |    38
('ad', 'dico')                 |    38
(')', 'etiam')                 |    38
(':', 'tum')                   |    38
('in', 'nec')                  |    38
(',', 'numquam')               |    38
('aut', 'in')                  |    38
('in', 'tamen')                |    38
('.', 'publicus')              |    38
('.', 'littera')               |    38
('et', 'inquam')               |    38
('de', 'res')                  |    37
('is', 'sui')                  |    37
('.', 'nos')                   |    37
('qui', 'vita')                |    37
('cum', 'res')                 |    37
('quidem', 'sed')              |    37
('alius', 'qui')               |    37
(',', 'quantum')               |    37
('sum', 'vero')                |    37
('?', 'hic')                   |    37
('ille', 'ut')                 |    37
('et', 'summus')               |    37
(';', 'vero')                  |    37
('genus', 'qui')               |    37
(',', 'certe')                 |    37
(')', 'possum')                |    37
(';', 'omnis')                 |    37
(',', 'exsisto')               |    37
(')', 'tum')                   |    37
('in', 'noster')               |    37
('?', 'inquam')                |    37
('de', 'hic')                  |    37
(',', 'uterque')               |    37
('in', 'quidem')               |    37
('in', 'publicus')             |    37
(',', 'multitudo')             |    37
('orator', 'qui')              |    37
('et', 'quis')                 |    36
('magnus', 'qui')              |    36
('modus', 'sed')               |    36
('et', 'littera')              |    36
('et', 'vita')                 |    36
(',', 'nomen')                 |    36
('(', 'ego')                   |    36
('aut', 'non')                 |    36
('aut', 'is')                  |    36
('?', 'is')                    |    36
('dico', 'quis')               |    36
('quis', 'si')                 |    36
('.', 'iste')                  |    36
(',', 'voluptas')              |    36
('hic', 'si')                  |    36
('is', 'tamen')                |    36
('dico', 'multus')             |    36
('bonum', 'qui')               |    36
('si', 'ut')                   |    36
(',', 'absum')                 |    36
('(', 'ille')                  |    36
('dico', 'sui')                |    36
(',', 'nascor')                |    36
(';', 'nec')                   |    36
(',', 'morior')                |    36
(';', 'oratio')                |    36
('.', ';')                     |    36
('nemo', 'qui')                |    36
(',', 'amicus')                |    36
('(', 'tum')                   |    36
('opus', 'sum')                |    36
('publicus', 'qui')            |    36
('omnis', 'res')               |    35
(',', 'tantus')                |    35
('ipse', 'non')                |    35
(',', 'inter')                 |    35
('(', ':')                     |    35
('cum', 'sui')                 |    35
('enim', 'possum')             |    35
('nullus', 'qui')              |    35
(',', 'accido')                |    35
('enim', 'res')                |    35
('habeo', 'in')                |    35
(',', 'credo')                 |    35
('possum', 'si')               |    35
('dico', 'etiam')              |    35
('.', 'vido')                  |    35
('habeo', 'non')               |    35
('laus', 'sum')                |    35
('etiam', 'ut')                |    35
(',', 'p.')                    |    35
('et', 'tempus')               |    35
('cum', 'etiam')               |    35
('in', 'orator')               |    35
('ad', 'in')                   |    34
('ego', 'ipse')                |    34
(',', 'omnino')                |    34
(',', 'vocus')                 |    34
('primus', 'sum')              |    34
(',', 'philosophus')           |    34
('etiam', 'hic')               |    34
('et', 'studium')              |    34
(',', 'pono')                  |    34
('in', 'sic')                  |    34
('meus', 'qui')                |    34
('qui', 'vido')                |    34
('.', 'volo')                  |    34
('cum', 'ut')                  |    34
('non', 'omnis')               |    34
('dico', 'possum')             |    34
('honestus', 'sum')            |    34
('cum', 'ex')                  |    34
(';', 'ex')                    |    34
('ego', 'quidem')              |    34
('nihil', 'possum')            |    34
(';', 'tuus')                  |    34
('genus', 'hic')               |    34
('ego', 'res')                 |    34
(',', 'memoria')               |    34
('publicus', 'sum')            |    34
('.', 'a.')                    |    34
('omnis', 'ut')                |    33
(',', 'perfectus')             |    33
('de', 'ipse')                 |    33
(',', 'ullus')                 |    33
('ex', 'in')                   |    33
('et', 'video')                |    33
('sed', 'solum')               |    33
(',', 'mitto')                 |    33
(',', 'bene')                  |    33
(',', 'nego')                  |    33
(',', 'stoicus')               |    33
('ad', 'hic')                  |    33
(',', 'paruus')                |    33
(',', 'quicumque')             |    33
(';', 'quis')                  |    33
(',', 'sequor')                |    33
('intellego', 'qui')           |    33
('in', 'scribo')               |    33
('is', 'scribo')               |    33
('in', 'unus')                 |    33
(':', 'is')                    |    33
('ille', 'quam')               |    33
('quam', 'tam')                |    33
(',', 'adulesco')              |    33
('meus', 'tu')                 |    33
('multus', 'non')              |    33
('.', 'summus')                |    33
('hic', 'noster')              |    33
(',', 'ii')                    |    33
('.', 'l')                     |    33
(',', 'atticus')               |    33
('causa', 'is')                |    32
('beatus', 'is')               |    32
('non', 'quis')                |    32
('.', 'virtus')                |    32
('ab', 'cum')                  |    32
('.', 'vita')                  |    32
('de', 'ut')                   |    32
('homo', 'is')                 |    32
('ante', 'qui')                |    32
('.', 'aetas')                 |    32
('et', 'modus')                |    32
('alius', 'in')                |    32
(',', 'praesto')               |    32
('ad', 'sed')                  |    32
('bonum', 'et')                |    32
('consequor', 'sum')           |    32
('.', ':')                     |    32
(',', 'at')                    |    32
('dico', 'enim')               |    32
('(', '?')                     |    32
('non', 'solum')               |    32
('hic', 'possum')              |    32
('enim', 'quis')               |    32
('non', 'sui')                 |    32
('autem', 'non')               |    32
('et', 'satis')                |    32
(',', 'per')                   |    32
('bonus', 'qui')               |    32
('in', 'suus')                 |    32
('is', 'nihil')                |    32
('dico', 'si')                 |    32
('bonum', 'in')                |    32
(',', 'reliquus')              |    32
('in', 'video')                |    32
('dico', 'tamen')              |    32
('iam', 'qui')                 |    32
(':', 'dico')                  |    32
(':', 'tu')                    |    32
('cum', 'sed')                 |    32
('is', 'multus')               |    32
(',', 'iudex')                 |    32
('ab', 'aut')                  |    32
('in', 'tuus')                 |    32
(',', 'arbeo')                 |    32
('.', 'crassus')               |    32
(',', 'dies')                  |    31
('primus', 'qui')              |    31
('ad', 'ut')                   |    31
('sui', 'ut')                  |    31
('ab', 'non')                  |    31
('sed', 'tu')                  |    31
('ex', 'ut')                   |    31
('qui', 'tempus')              |    31
('ante', 'sum')                |    31
('aetas', 'et')                |    31
('in', 'quidam')               |    31
('ego', 'vido')                |    31
('.', 'at')                    |    31
('qui', 'volo')                |    31
(',', 'recte')                 |    31
('res', 'si')                  |    31
(',', 'adsum')                 |    31
('sum', 'vis')                 |    31
(',', 'contineo')              |    31
('ad', 'non')                  |    31
(',', 'plus')                  |    31
('?', 'enim')                  |    31
(')', 'ut')                    |    31
('hic', 'quidem')              |    31
(',', 'domus')                 |    31
('ego', 'tamen')               |    31
(',', 'paucus')                |    31
('hic', 'orator')              |    31
('etiam', 'tum')               |    31
('res', 'tu')                  |    30
('ipse', 'ut')                 |    30
(',', 'forto')                 |    30
(',', 'deinde')                |    30
(',', 'mos')                   |    30
('non', 'res')                 |    30
('hic', 'tempus')              |    30
(')', 'vero')                  |    30
(';', 'habeo')                 |    30
('etiam', 'solum')             |    30
('et', 'facio')                |    30
('.', 'brutus')                |    30
(',', 'verus')                 |    30
('?', 'ille')                  |    30
('?', 'dico')                  |    30
(',', 'pertineo')              |    30
(',', 'necesse')               |    30
(',', 'appello')               |    30
('.', 'puto')                  |    30
(';', 'multus')                |    30
('atque', 'is')                |    30
(',', 'ingenium')              |    30
('debeo', 'sum')               |    30
(',', 'cognosco')              |    30
(',', 'vigo')                  |    30
('aetas', 'sum')               |    30
(',', 'fere')                  |    30
('in', 'meus')                 |    30
('beatus', 'virtus')           |    29
('corpus', 'et')               |    29
('is', 'quis')                 |    29
('etiam', 'ipse')              |    29
('is', 'magnus')               |    29
(',', 'oro')                   |    29
(',', 'qualis')                |    29
('aut', 'possum')              |    29
(',', 'dum')                   |    29
(',', 'quin')                  |    29
('sum', 'suus')                |    29
(',', 'conficio')              |    29
('aut', 'si')                  |    29
('intellego', 'sum')           |    29
(':', 'non')                   |    29
('ad', 'omnis')                |    29
('littera', 'qui')             |    29
('atque', 'etiam')             |    29
(',', 'fides')                 |    29
('bonus', 'et')                |    29
('audio', 'qui')               |    29
('et', 'iudicium')             |    29
(',', 'defendo')               |    29
('ego', 'quam')                |    29
('.', 'loquor')                |    29
(',', 'instituo')              |    29
('.', 'f')                     |    29
(',', 'quoque')                |    28
('de', 'ille')                 |    28
('ad', 'pertineo')             |    28
(',', 'venio')                 |    28
(',', 'voluntas')              |    28
(')', 'quis')                  |    28
('?', 'et')                    |    28
('multus', 'ut')               |    28
('(', 'vero')                  |    28
('aetas', 'qui')               |    28
('eloquentia', 'sum')          |    28
(';', 'sui')                   |    28
('.', 'primus')                |    28
('et', 'primus')               |    28
('ego', 'meus')                |    28
('iudicium', 'qui')            |    28
('non', 'video')               |    28
('.', 'animus')                |    28
('.', 'locus')                 |    28
('nisi', 'qui')                |    28
('nam', 'qui')                 |    28
('(', 'ad')                    |    28
